id,name,class
DRG_238t14t3,Windswept Elemental,SHAMAN
DRG_239,Blazing Battlemage,NEUTRAL
DRG_242,Shield of Galakrond,NEUTRAL
DRG_246,Time Rip,PRIEST
DRG_247,Seal Fate,ROGUE
DRG_248,Invocation of Frost,SHAMAN
DRG_249,Awaken!,WARRIOR
DRG_250,Fiendish Rites,WARLOCK
DRG_250e,Fiendish Rites,NEUTRAL
DRG_251,Clear the Way,HUNTER
DRG_251t,Gryphon,HUNTER
DRG_252,Phase Stalker,HUNTER
DRG_253,Dwarven Sharpshooter,HUNTER
DRG_254,Primordial Explorer,HUNTER
DRG_255,Toxic Reinforcements,HUNTER
DRG_255t2,Leper Gnome,NEUTRAL
DRG_256,Dragonbane,HUNTER
DRG_257,Frizz Kindleroost,NEUTRAL
DRG_257e3,Ready to Hatch!,NEUTRAL
DRG_258,Sanctuary,PALADIN
DRG_258t,Indomitable Champion,PALADIN
DRG_270,"Malygos, Aspect of Magic",MAGE
DRG_270t1,Malygos's Intellect,MAGE
DRG_270t11,Malygos's Missiles,MAGE
DRG_270t2,Malygos's Tome,MAGE
DRG_270t4,Malygos's Explosion,MAGE
DRG_270t5,Malygos's Nova,MAGE
DRG_270t6,Malygos's Polymorph,MAGE
DRG_270t6t,Malygos's Sheep,MAGE
DRG_270t7,Malygos's Flamestrike,MAGE
DRG_270t8,Malygos's Frostbolt,MAGE
DRG_270t9,Malygos's Fireball,MAGE
DRG_300,Fate Weaver,PRIEST
DRG_300e,Draconic Fate,PRIEST
DRG_301,Whispers of EVIL,PRIEST
DRG_302,Grave Rune,PRIEST
DRG_302e,Grave Rune,INVALID
DRG_303,Disciple of Galakrond,PRIEST
DRG_304,Chronobreaker,PRIEST
DRG_306,Envoy of Lazul,PRIEST
DRG_307,Breath of the Infinite,PRIEST
DRG_308,Mindflayer Kaahrj,PRIEST
DRG_308e,Shadowborn,NEUTRAL
DRG_309,Nozdormu the Timeless,PALADIN
DRG_310,Evasive Drakonid,NEUTRAL
DRG_311,Treenforcements,DRUID
DRG_311a,Spin 'em Up,DRUID
DRG_311b,Small Repairs,DRUID
DRG_311e,Spore Hardened,NEUTRAL
DRG_311t,Treant,DRUID
DRG_312,Shrubadier,DRUID
DRG_313,Emerald Explorer,DRUID
DRG_314,Aeroponics,DRUID
DRG_315,Embiggen,DRUID
DRG_315e,Embiggened,DRUID
DRG_315e2,Costly Embiggening,DRUID
DRG_317,Secure the Deck,DRUID
DRG_318,Breath of Dreams,DRUID
DRG_319,Goru the Mightree,DRUID
DRG_319e4,Treant Powerup,NEUTRAL
DRG_319e5,Tree Power!,INVALID
DRG_320,"Ysera, Unleashed",DRUID
DRG_320t,Dream Portal,DRUID
DRG_321,Rolling Fireball,MAGE
DRG_322,Dragoncaster,MAGE
DRG_322e,Draconic Magic,MAGE
DRG_323,Learn Draconic,MAGE
DRG_323t,Draconic Emissary,MAGE
DRG_324,Elemental Allies,MAGE
DRG_401,Grizzled Wizard,NEUTRAL
DRG_401d,Grizzled Power Dummy,NEUTRAL
DRG_401e,Grizzled Power,NEUTRAL
DRG_402,Sathrovarr,NEUTRAL
DRG_403,Blowtorch Saboteur,NEUTRAL
DRG_403e,Hot Hot Hot!,NEUTRAL
DRG_500,Molten Breath,WARRIOR
DRG_600,"Galakrond, the Wretched",WARLOCK
DRG_600t2,"Galakrond, the Apocalypse",WARLOCK
DRG_600t3,"Galakrond, Azeroth's End",WARLOCK
DRG_610,"Galakrond, the Nightmare",ROGUE
DRG_610e,Galakrond's Wonder,ROGUE
DRG_610t2,"Galakrond, the Apocalypse",ROGUE
DRG_610t3,"Galakrond, Azeroth's End",ROGUE
DRG_620,"Galakrond, the Tempest",SHAMAN
DRG_620t2,"Galakrond, the Apocalypse",SHAMAN
DRG_620t3,"Galakrond, Azeroth's End",SHAMAN
DRG_620t4,Brewing Storm,SHAMAN
DRG_620t5,Living Storm,SHAMAN
DRG_620t6,Raging Storm,SHAMAN
DRG_650,"Galakrond, the Unbreakable",WARRIOR
DRG_650e,Galakrond's Strength,NEUTRAL
DRG_650e2,Galakrond's Strength,NEUTRAL
DRG_650e3,Galakrond's Strength,NEUTRAL
DRG_650t2,"Galakrond, the Apocalypse",WARRIOR
DRG_650t3,"Galakrond, Azeroth's End",WARRIOR
DRG_660,"Galakrond, the Unspeakable",PRIEST
DRG_660t2,"Galakrond, the Apocalypse",PRIEST
DRG_660t3,"Galakrond, Azeroth's End",PRIEST
DRGA_001,The Amazing Reno,MAGE
DRGA_001e,Reno's Intuition,NEUTRAL
DRGA_001t,Imprisoned Reno,MAGE
DRGA_002,Commander Elise,DRUID
DRGA_003,Sir Finley the Valiant,NEUTRAL
DRGA_004,Dragonrider Brann,NEUTRAL
DRGA_005,"Galakrond, Progenitor of Dragons",NEUTRAL
DRGA_011,Wondrous Wisdomball,NEUTRAL
DRGA_011e,Wondrous Wisdomball Player Enchantment,NEUTRAL
DRGA_011e2,Wondrous Wisdomball Ice Block,NEUTRAL
DRGA_011e3,Wondrous Wisdomball Extra Spellcast,NEUTRAL
DRGA_011t,Wondrous Wisdomball,NEUTRAL
DRGA_011ts,Wondrous Wisdomball Copy Cards Tokenspell,NEUTRAL
DRGA_011ts2,Wondrous Wisdomball Empty Hand Tokenspell,NEUTRAL
DRGA_011ts3,Wondrous Wisdomball Free Minions Tokenspell,NEUTRAL
DRGA_011ts4,Wondrous Wisdomball Random Legendary Tokenspell,NEUTRAL
DRGA_011ts5,Wondrous Wisdomball Summon Taunts Tokenspell,NEUTRAL
DRGA_01q,Draconic Potential,MAGE
DRGA_06,The Gauntlet of Origination,WARLOCK
DRGA_06e,Impervious,NEUTRAL
DRGA_099t3,Domination,NEUTRAL
DRGA_099t4,Annihilation,NEUTRAL
DRGA_24w,Galakrond's Claw,INVALID
DRGA_BOSS_01e,Snapped,NEUTRAL
DRGA_BOSS_01h,The Amazing Reno,MAGE
DRGA_BOSS_01h2,Renogos,MAGE
DRGA_BOSS_01h3,The Amazing Reno,MAGE
DRGA_BOSS_01h4,The Amazing Reno,MAGE
DRGA_BOSS_01p,Gatling Magic,MAGE
DRGA_BOSS_01p2,Flap-plosion,MAGE
DRGA_BOSS_01p3,Gatling Magic,MAGE
DRGA_BOSS_01p_H,Gatling Magic,MAGE
DRGA_BOSS_01t,In a Snap,NEUTRAL
DRGA_BOSS_02h,Commander Elise,DRUID
DRGA_BOSS_02h2,Commander Elise,DRUID
DRGA_BOSS_02p,Plan Ahead,DRUID
DRGA_BOSS_02t,The Perfect Idea,DRUID
DRGA_BOSS_02t3,Stand Against E.V.I.L.,DRUID
DRGA_BOSS_02tt,The Perfect Card,NEUTRAL
DRGA_BOSS_03e,How relaxing...,SHAMAN
DRGA_BOSS_03h,Sir Finley,PALADIN
DRGA_BOSS_03h2,Sir Finley,PALADIN
DRGA_BOSS_03h2_H,Sir Finley,PALADIN
DRGA_BOSS_03p,Lead the Charge,PALADIN
DRGA_BOSS_03p_H,Lead the Charge,PALADIN
DRGA_BOSS_03pe,Valiantly Charging,NEUTRAL
DRGA_BOSS_03t,Bubblehearth,PALADIN
DRGA_BOSS_03t2,From the Depths,NEUTRAL
DRGA_BOSS_03t3,Relaxin' Murloc,SHAMAN
DRGA_BOSS_03te,Bubblehearthing,PALADIN
DRGA_BOSS_04h,Brann Bronzebeard,HUNTER
DRGA_BOSS_04h2,Dragonrider Brann,HUNTER
DRGA_BOSS_04p,Trusty Whip,HUNTER
DRGA_BOSS_04t,Dragonbreath,NEUTRAL
DRGA_BOSS_05h,Dr. Boom,WARRIOR
DRGA_BOSS_05h2,Dr. Boom,WARRIOR
DRGA_BOSS_05p,SUMMON THE BOTS!,WARRIOR
DRGA_BOSS_05p_H,SUMMON THE BOTS!,WARRIOR
DRGA_BOSS_05t,Piloted Whirl-O-Tron,WARRIOR
DRGA_BOSS_05t2,Boom Barrage,NEUTRAL
DRGA_BOSS_05t3,Lighterbot,NEUTRAL
DRGA_BOSS_05t4,F.U.S.E.,NEUTRAL
DRGA_BOSS_05t5,Recyclebot,NEUTRAL
DRGA_BOSS_06h,Hagatha the Vengeful,SHAMAN
DRGA_BOSS_06h2,Hagatha the Vengeful,SHAMAN
DRGA_BOSS_06p,Swampqueen's Touch,SHAMAN
DRGA_BOSS_06p_H,Swampqueen's Touch,SHAMAN
DRGA_BOSS_06t,Wail of the Shudderwock,NEUTRAL
DRGA_BOSS_06t2,Wormhole,NEUTRAL
DRGA_BOSS_06t3,Whole Worm,NEUTRAL
DRGA_BOSS_07h,"Rafaam, Prime Evil",WARLOCK
DRGA_BOSS_07h2,"Rafaam, Prime Evil",WARLOCK
DRGA_BOSS_07h3,"Rafaam, Prime Evil",WARLOCK
DRGA_BOSS_07p,Gauntlet of Origination,WARLOCK
DRGA_BOSS_07p2,Summon Galakrond,WARLOCK
DRGA_BOSS_07p3,Summon Galakrond,WARLOCK
DRGA_BOSS_07p4,Gauntlet of Origination,WARLOCK
DRGA_BOSS_07t,Master Plan,NEUTRAL
DRGA_BOSS_08h,Waxrider Togwaggle,ROGUE
DRGA_BOSS_08h2,Waxrider Togwaggle,ROGUE
DRGA_BOSS_08p,Maximum Waximum,ROGUE
DRGA_BOSS_08p_H,Maximum Waximum,ROGUE
DRGA_BOSS_08t,Wax Lance,NEUTRAL
DRGA_BOSS_08t2,Living Candle,NEUTRAL
DRGA_BOSS_08t2e,Living Candle Wax,NEUTRAL
DRGA_BOSS_09h,Puppetmaster Lazul,PRIEST
DRGA_BOSS_09h2,Puppetmaster Lazul,PRIEST
DRGA_BOSS_09p,Fortune,PRIEST
DRGA_BOSS_09p_H,Fortune,PRIEST
DRGA_BOSS_09t,Puppeteer,PRIEST
DRGA_BOSS_09t2,Old God Experiments,NEUTRAL
DRGA_BOSS_09t2e,Old God Experiments,NEUTRAL
DRGA_BOSS_09te,Strings on Me,PRIEST
DRGA_BOSS_10h,Avalanchan,MAGE
DRGA_BOSS_10p,Sculpted Ice,MAGE
DRGA_BOSS_10p_H,Sculpted Ice,MAGE
DRGA_BOSS_11e,Shining Gold,WARRIOR
DRGA_BOSS_11h,George the Fallen,PALADIN
DRGA_BOSS_11h2,George and Karl,PALADIN
DRGA_BOSS_11p,Golden Blade,PALADIN
DRGA_BOSS_11p_H,Golden Blade,PALADIN
DRGA_BOSS_11pe,Health Watcher,NEUTRAL
DRGA_BOSS_11t,High Five!,PALADIN
DRGA_BOSS_11te,Up High,NEUTRAL
DRGA_BOSS_12h,Karl the Savior,PALADIN
DRGA_BOSS_12h2,Karl and George,PALADIN
DRGA_BOSS_12p,Golden Aegis,PALADIN
DRGA_BOSS_12p_H,Golden Aegis,PALADIN
DRGA_BOSS_12pe,Golden Aegis Player Enchantment,PALADIN
DRGA_BOSS_12t,High Five!,PALADIN
DRGA_BOSS_12te,Down Low,NEUTRAL
DRGA_BOSS_13h,Kriziki the Winged,PRIEST
DRGA_BOSS_13h2,Kriziki the Winged,PRIEST
DRGA_BOSS_13p,Wings of Rebirth,PRIEST
DRGA_BOSS_13p_H,Wings of Rebirth,PRIEST
DRGA_BOSS_13pe,Wings of Rebirth,NEUTRAL
DRGA_BOSS_13t,Diamond Winds,PRIEST
DRGA_BOSS_13te,Second Wind,NEUTRAL
DRGA_BOSS_14h,Skybreaker Eudora,ROGUE
DRGA_BOSS_14p,Guts and Glory,ROGUE
DRGA_BOSS_15h,Sky Gen'ral Kragg,ROGUE
DRGA_BOSS_15p,Hooked,NEUTRAL
DRGA_BOSS_15t,Sharkbait,NEUTRAL
DRGA_BOSS_15t2,Bombs Away!,NEUTRAL
DRGA_BOSS_16h,Rakanishu,MAGE
DRGA_BOSS_16h2,"Rakanishu, Rekindled",MAGE
DRGA_BOSS_16p,Burn...,MAGE
DRGA_BOSS_16p2,BURN!!!,MAGE
DRGA_BOSS_17h,Alexstrasza,DRUID
DRGA_BOSS_17p,Breath of Life,NEUTRAL
DRGA_BOSS_17pe,Breath of Life,NEUTRAL
DRGA_BOSS_18h,High Cultist Dawnshatter,WARLOCK
DRGA_BOSS_18p,Dragonbone Ritual,WARLOCK
DRGA_BOSS_18p_H,Dragonbone Ritual,WARLOCK
DRGA_BOSS_18pe,Dragon Graveyard,WARLOCK
DRGA_BOSS_18t,Pile of Bones,NEUTRAL
DRGA_BOSS_19h,Rotwing,HUNTER
DRGA_BOSS_19p,Rot Aura,HUNTER
DRGA_BOSS_19p_H,Rot Aura,HUNTER
DRGA_BOSS_20h,Nithogg,SHAMAN
DRGA_BOSS_20p,Stormrage,SHAMAN
DRGA_BOSS_20p_H,Stormrage,SHAMAN
DRGA_BOSS_20t,Dragonstorm,NEUTRAL
DRGA_BOSS_21h,Go'rath,WARLOCK
DRGA_BOSS_21p,From Below,WARLOCK
DRGA_BOSS_21t,Eye of Go'rath,WARLOCK
DRGA_BOSS_21t2,Claw of Go'rath,WARLOCK
DRGA_BOSS_22e,Might of the Gronns,NEUTRAL
DRGA_BOSS_22h,Dragonslayer Skruk,HUNTER
DRGA_BOSS_22p,Gronnic Strength,HUNTER
DRGA_BOSS_22p_H,Gronnic Strength,HUNTER
DRGA_BOSS_22t,Dragonslayer's Greatbow,HUNTER
DRGA_BOSS_22t2,Heartseeker,HUNTER
DRGA_BOSS_22t3,Heartseeker,HUNTER
DRGA_BOSS_22t4,Dragonslayer's Greatbow,HUNTER
DRGA_BOSS_23e,Dragonblood,NEUTRAL
DRGA_BOSS_23h,Dragonrider Talritha,PALADIN
DRGA_BOSS_23h2,Dragonrider Talritha,PALADIN
DRGA_BOSS_23p,Dragonblood,PALADIN
DRGA_BOSS_23t,Will of the Forsaken,PALADIN
DRGA_BOSS_23te,Will of the Forsaken,PALADIN
DRGA_Boss_24e,Galakrond Invocation Listener - Not Player Facing,NEUTRAL
DRGA_BOSS_24h,Galakrond,WARLOCK
DRGA_BOSS_24p,Annihilation,WARLOCK
DRGA_BOSS_24p_H,Annihilation,WARLOCK
DRGA_BOSS_25h,Chenvaala,MAGE
DRGA_BOSS_25p,Snowstorm,MAGE
DRGA_BOSS_25p_H,Snowstorm,MAGE
DRGA_BOSS_25pt,Snow Elemental,MAGE
DRGA_BOSS_25t,Dragonslayer Skruk,NEUTRAL
DRGA_BOSS_26h,Dragoncaster Askaara,MAGE
DRGA_BOSS_26p,Dragon Affinity,MAGE
DRGA_BOSS_26p2,Flame Affinity,MAGE
DRGA_BOSS_26pe,Affinity,NEUTRAL
DRGA_BOSS_27h,United Sr. Explorers,PRIEST
DRGA_BOSS_27p,Teamwork!,NEUTRAL
DRGA_BOSS_27p_H,Teamwork!,NEUTRAL
DRGA_BOSS_27t,Sr. Camel,NEUTRAL
DRGA_BOSS_28h,Kronx Dragonhoof,WARRIOR
DRGA_BOSS_28p,True Power,WARRIOR
DRGA_BOSS_28p2,Galakrond's Vanguard,WARRIOR
DRGA_BOSS_28p2e,Galakrond's Vanguard (Lifesteal),NEUTRAL
DRGA_BOSS_29h,Waxadred,ROGUE
DRGA_BOSS_29p,Wax Effigy,ROGUE
DRGA_BOSS_29pe,Wax Effigy,NEUTRAL
DRGA_BOSS_30h,The Wanderer,WARRIOR
DRGA_BOSS_30h2,The Wanderer,WARRIOR
DRGA_BOSS_30p,Prepare the Cannons!,WARRIOR
DRGA_BOSS_30p_H,Prepare the Cannons!,WARRIOR
DRGA_BOSS_30t,Heavy Cannon,NEUTRAL
DRGA_BOSS_30t2,Rocket Launcher,NEUTRAL
DRGA_BOSS_30t2t,Rocket,NEUTRAL
DRGA_BOSS_30t3,Missile Pod,NEUTRAL
DRGA_BOSS_30t4,Bomb Flinger,NEUTRAL
DRGA_BOSS_30t5,Upgraded Cannon,NEUTRAL
DRGA_BOSS_30t6,Greasemonkey,NEUTRAL
DRGA_BOSS_30t7,"Ready, Aim, FIRE!",NEUTRAL
DRGA_BOSS_31h,The Slipstream,ROGUE
DRGA_BOSS_31h2,The Slipstream,ROGUE
DRGA_BOSS_31h3,The Slipstream,ROGUE
DRGA_BOSS_31p,Prepare the Cannons!,ROGUE
DRGA_BOSS_31p2,Prepare the Cannons!,ROGUE
DRGA_BOSS_31p_H,Prepare the Cannons!,ROGUE
DRGA_BOSS_31t,Death Ray Mk II,NEUTRAL
DRGA_BOSS_32h,The Dragonflights,DRUID
DRGA_BOSS_32p,Dragonflame,DRUID
DRGA_BOSS_32p_H,Dragonflame,DRUID
DRGA_BOSS_33h,Rafaam & Galakrond,WARLOCK
DRGA_BOSS_33h2,Rafaam & Galakrond,WARLOCK
DRGA_BOSS_33p,Unleash Galakrond,NEUTRAL
DRGA_BOSS_33t,DALA-SMASH!!,NEUTRAL
DRGA_BOSS_34h,Archmage Modera,MAGE
DRGA_BOSS_34p,[TEMP],NEUTRAL
DRGA_BOSS_34t,Meteorstorm,NEUTRAL
DRGA_BOSS_35h,Archmage Khadgar,MAGE
DRGA_BOSS_35p,Summon Elemental,MAGE
DRGA_BOSS_35pt,Kirin Tor Elemental,NEUTRAL
DRGA_BOSS_36h,Chromie,MAGE
DRGA_BOSS_36h2,Chronormu,MAGE
DRGA_BOSS_36p,Chronoecho,MAGE
DRGA_BOSS_36p2,Chronomical Distortion,MAGE
DRGA_BOSS_36t,The Sands of Time,NEUTRAL
DRGA_BOSS_36t2,Echo of Me,MAGE
DRGA_BOSS_37e,Defender of Stormwind,NEUTRAL
DRGA_BOSS_37h,King Anduin,PRIEST
DRGA_BOSS_37p,For the Alliance!,PRIEST
DRGA_BOSS_38e,Defender of Orgrimmar,NEUTRAL
DRGA_BOSS_38h,Warchief Sylvanas,HUNTER
DRGA_BOSS_38p,For the Horde!,HUNTER
DS1_055,Darkscale Healer,NEUTRAL
DS1_070,Houndmaster,HUNTER
DS1_070o,Master's Presence,HUNTER
DS1_175,Timber Wolf,HUNTER
DS1_175o,Furious Howl,HUNTER
DS1_178,Tundra Rhino,HUNTER
DS1_178e,Charge,HUNTER
DS1_183,Multi-Shot,HUNTER
DS1_184,Tracking,HUNTER
DS1_185,Arcane Shot,HUNTER
DS1_188,Gladiator's Longbow,HUNTER
DS1_188e,Gladiator's Longbow enchantment,HUNTER
DS1_233,Mind Blast,PRIEST
ds1_whelptoken,Whelp,NEUTRAL
DS1h_292,Steady Shot,HUNTER
DS1h_292_H1,Steady Shot,HUNTER
DS1h_292_H1_AT_132,Ballista Shot,HUNTER
DS1h_292_H2,Steady Shot,HUNTER
DS1h_292_H3,Steady Shot,HUNTER
DS1h_292_H3_AT_132,Ballista Shot,HUNTER
EVILBRM_DALA_Rogue_02,Thief,ROGUE
EVILBRM_DALA_Warlock_02,Swarming,WARLOCK
EVILBRM_DALA_Warlock_03,Draw,WARLOCK
EVILBRM_DALA_Warlock_07,In Control,WARLOCK
EVILBRM_DALA_Warlock_09,Lil' Demons,WARLOCK
EVILBRM_DALA_Warlock_10,Empowering,WARLOCK
EVILBRM_DALA_Warlock_11,Curatives,WARLOCK
EX1_001,Lightwarden,NEUTRAL
EX1_001e,Warded,NEUTRAL
EX1_002,The Black Knight,NEUTRAL
EX1_004,Young Priestess,NEUTRAL
EX1_004e,Elune's Grace,NEUTRAL
EX1_005,Big Game Hunter,NEUTRAL
EX1_006,Alarm-o-Bot,NEUTRAL
EX1_007,Acolyte of Pain,NEUTRAL
EX1_008,Argent Squire,NEUTRAL
EX1_009,Angry Chicken,NEUTRAL
EX1_009e,Enraged,NEUTRAL
EX1_010,Worgen Infiltrator,NEUTRAL
EX1_011,Voodoo Doctor,NEUTRAL
EX1_012,Bloodmage Thalnos,NEUTRAL
EX1_014,King Mukla,NEUTRAL
EX1_014t,Bananas,NEUTRAL
EX1_014te,Bananas,NEUTRAL
EX1_015,Novice Engineer,NEUTRAL
EX1_016,Sylvanas Windrunner,NEUTRAL
EX1_017,Jungle Panther,NEUTRAL
EX1_019,Shattered Sun Cleric,NEUTRAL
EX1_019e,Cleric's Blessing,PRIEST
EX1_020,Scarlet Crusader,NEUTRAL
EX1_021,Thrallmar Farseer,NEUTRAL
EX1_023,Silvermoon Guardian,NEUTRAL
EX1_025,Dragonling Mechanic,NEUTRAL
EX1_025t,Mechanical Dragonling,NEUTRAL
EX1_028,Stranglethorn Tiger,NEUTRAL
EX1_029,Leper Gnome,NEUTRAL
EX1_032,Sunwalker,NEUTRAL
EX1_033,Windfury Harpy,NEUTRAL
EX1_043,Twilight Drake,NEUTRAL
EX1_043e,Hour of Twilight,NEUTRAL
EX1_044,Questing Adventurer,NEUTRAL
EX1_044e,Level Up!,NEUTRAL
EX1_045,Ancient Watcher,NEUTRAL
EX1_046,Dark Iron Dwarf,NEUTRAL
EX1_046e,Tempered,NEUTRAL
EX1_048,Spellbreaker,NEUTRAL
EX1_049,Youthful Brewmaster,NEUTRAL
EX1_050,Coldlight Oracle,NEUTRAL
EX1_055,Mana Addict,NEUTRAL
EX1_055o,Empowered,NEUTRAL
EX1_057,Ancient Brewmaster,NEUTRAL
EX1_058,Sunfury Protector,NEUTRAL
EX1_059,Crazed Alchemist,NEUTRAL
EX1_059e,Experiments!,NEUTRAL
EX1_062,Old Murk-Eye,NEUTRAL
EX1_066,Acidic Swamp Ooze,NEUTRAL
EX1_067,Argent Commander,NEUTRAL
EX1_076,Pint-Sized Summoner,NEUTRAL
EX1_076e,Pint-Sized Power,NEUTRAL
EX1_080,Secretkeeper,NEUTRAL
EX1_080o,Keeping Secrets,NEUTRAL
EX1_082,Mad Bomber,NEUTRAL
EX1_083,Tinkmaster Overspark,NEUTRAL
EX1_084,Warsong Commander,WARRIOR
EX1_084e,Charge,WARRIOR
EX1_085,Mind Control Tech,NEUTRAL
EX1_089,Arcane Golem,NEUTRAL
EX1_091,Cabal Shadow Priest,PRIEST
EX1_093,Defender of Argus,NEUTRAL
EX1_093e,Hand of Argus,NEUTRAL
EX1_095,Gadgetzan Auctioneer,NEUTRAL
EX1_096,Loot Hoarder,NEUTRAL
EX1_097,Abomination,NEUTRAL
EX1_100,Lorewalker Cho,NEUTRAL
EX1_102,Demolisher,NEUTRAL
EX1_103,Coldlight Seer,NEUTRAL
EX1_103e,Mrghlglhal,NEUTRAL
EX1_105,Mountain Giant,NEUTRAL
EX1_110,Cairne Bloodhoof,NEUTRAL
EX1_110t,Baine Bloodhoof,NEUTRAL
EX1_112,Gelbin Mekkatorque,NEUTRAL
EX1_116,Leeroy Jenkins,NEUTRAL
EX1_116t,Whelp,NEUTRAL
EX1_124,Eviscerate,ROGUE
EX1_126,Betrayal,ROGUE
EX1_128,Conceal,ROGUE
EX1_128e,Concealed,ROGUE
EX1_129,Fan of Knives,ROGUE
EX1_130,Noble Sacrifice,PALADIN
EX1_130a,Defender,PALADIN
EX1_131,Defias Ringleader,ROGUE
EX1_131t,Defias Bandit,ROGUE
EX1_132,Eye for an Eye,PALADIN
EX1_133,Perdition's Blade,ROGUE
EX1_134,SI:7 Agent,ROGUE
EX1_136,Redemption,PALADIN
EX1_137,Headcrack,ROGUE
EX1_144,Shadowstep,ROGUE
EX1_145,Preparation,ROGUE
EX1_145e,Preparation,NEUTRAL
EX1_145o,Preparation,ROGUE
EX1_154,Wrath,DRUID
EX1_154a,Solar Wrath,DRUID
EX1_154b,Nature's Wrath,DRUID
EX1_155,Mark of Nature,DRUID
EX1_155a,Tiger's Fury,DRUID
EX1_155ae,Mark of Nature,DRUID
EX1_155b,Thick Hide,DRUID
EX1_155be,Mark of Nature,DRUID
EX1_158,Soul of the Forest,DRUID
EX1_158e,Soul of the Forest,DRUID
EX1_158t,Treant,DRUID
EX1_160,Power of the Wild,DRUID
EX1_160a,Summon a Panther,DRUID
EX1_160b,Leader of the Pack,DRUID
EX1_160be,Leader of the Pack,DRUID
EX1_160t,Panther,DRUID
EX1_161,Naturalize,DRUID
EX1_162,Dire Wolf Alpha,NEUTRAL
EX1_162o,Strength of the Pack,NEUTRAL
EX1_164,Nourish,DRUID
EX1_164a,Rampant Growth,DRUID
EX1_164b,Enrich,DRUID
EX1_165,Druid of the Claw,DRUID
EX1_165a,Cat Form,DRUID
EX1_165b,Bear Form,DRUID
EX1_165t1,Druid of the Claw,DRUID
EX1_165t2,Druid of the Claw,DRUID
EX1_166,Keeper of the Grove,DRUID
EX1_166a,Moonfire,DRUID
EX1_166b,Dispel,DRUID
EX1_169,Innervate,DRUID
EX1_170,Emperor Cobra,NEUTRAL
EX1_173,Starfire,DRUID
EX1_178,Ancient of War,DRUID
EX1_178a,Rooted,DRUID
EX1_178ae,Rooted,DRUID
EX1_178b,Uproot,DRUID
EX1_178be,Uprooted,DRUID
EX1_179,Icicle,MAGE
EX1_180,Tome of Intellect,MAGE
EX1_181,Call of the Void,WARLOCK
EX1_182,Pilfer,ROGUE
EX1_183,Gift of the Wild,DRUID
EX1_183e,Gift of the Wild,DRUID
EX1_184,Righteousness,PALADIN
EX1_185,Siegebreaker,WARLOCK
EX1_185e,Siegebreaking,WARLOCK
EX1_186,SI:7 Infiltrator,NEUTRAL
EX1_187,Arcane Devourer,NEUTRAL
EX1_187e,Arcane Gorged,NEUTRAL
EX1_188,Barrens Stablehand,NEUTRAL
EX1_189,Brightwing,NEUTRAL
EX1_190,High Inquisitor Whitemane,NEUTRAL
EX1_191,Plaguebringer,ROGUE
EX1_191e,Plaguetouched,ROGUE
EX1_192,Radiance,PRIEST
EX1_238,Lightning Bolt,SHAMAN
EX1_241,Lava Burst,SHAMAN
EX1_243,Dust Devil,SHAMAN
EX1_244,Totemic Might,SHAMAN
EX1_244e,Totemic Might,SHAMAN
EX1_245,Earth Shock,SHAMAN
EX1_246,Hex,SHAMAN
EX1_246e,Hexxed,SHAMAN
EX1_247,Stormforged Axe,SHAMAN
EX1_248,Feral Spirit,SHAMAN
EX1_249,Baron Geddon,NEUTRAL
EX1_250,Earth Elemental,SHAMAN
EX1_251,Forked Lightning,SHAMAN
EX1_258,Unbound Elemental,SHAMAN
EX1_258e,Overloading,SHAMAN
EX1_259,Lightning Storm,SHAMAN
EX1_274,Ethereal Arcanist,MAGE
EX1_274e,Raw Power!,MAGE
EX1_275,Cone of Cold,MAGE
EX1_277,Arcane Missiles,MAGE
EX1_278,Shiv,ROGUE
EX1_279,Pyroblast,MAGE
EX1_283,Frost Elemental,NEUTRAL
EX1_284,Azure Drake,NEUTRAL
EX1_287,Counterspell,MAGE
EX1_289,Ice Barrier,MAGE
EX1_294,Mirror Entity,MAGE
EX1_295,Ice Block,MAGE
EX1_295o,Ice Block,MAGE
EX1_298,Ragnaros the Firelord,NEUTRAL
EX1_301,Felguard,WARLOCK
EX1_302,Mortal Coil,WARLOCK
EX1_303,Shadowflame,WARLOCK
EX1_304,Void Terror,WARLOCK
EX1_304e,Consume,WARLOCK
EX1_306,Felstalker,WARLOCK
EX1_308,Soulfire,WARLOCK
EX1_309,Siphon Soul,WARLOCK
EX1_310,Doomguard,WARLOCK
EX1_312,Twisting Nether,WARLOCK
EX1_313,Pit Lord,WARLOCK
EX1_315,Summoning Portal,WARLOCK
EX1_315e,Portal Summoning,NEUTRAL
EX1_316,Power Overwhelming,WARLOCK
EX1_316e,Power Overwhelming,WARLOCK
EX1_317,Sense Demons,WARLOCK
EX1_317t,Worthless Imp,WARLOCK
EX1_319,Flame Imp,WARLOCK
EX1_320,Bane of Doom,WARLOCK
EX1_323,Lord Jaraxxus,WARLOCK
EX1_323h,Lord Jaraxxus,WARLOCK
EX1_323w,Blood Fury,WARLOCK
EX1_332,Silence,PRIEST
EX1_334,Shadow Madness,PRIEST
EX1_334e,Shadow Madness,PRIEST
EX1_335,Lightspawn,PRIEST
EX1_339,Thoughtsteal,PRIEST
EX1_341,Lightwell,PRIEST
EX1_345,Mindgames,PRIEST
EX1_345t,Shadow of Nothing,PRIEST
EX1_349,Divine Favor,PALADIN
EX1_350,Prophet Velen,PRIEST
EX1_354,Lay on Hands,PALADIN
