,id,id_hash,name,class,type,description
566,BOTA_242,-8257276686676713321,Steel Rattler,NEUTRAL,4,"<b>Magnetic</b>
<b>Poisonous</b>"
567,BOTA_242e,2611317939837242603,Steel Rattler,NEUTRAL,6,<b>Poisonous</b>.
568,BOTA_244,4072796235189369978,Ray of Roasting,NEUTRAL,5,Deal 10 damage to all minions 10 times.
569,BOTA_301,8276429356357042459,Cold Blooded,NEUTRAL,5,Start Lethal Puzzle 1-1.
570,BOTA_302,-5865685254935171876,Frostbite,NEUTRAL,5,Start Lethal Puzzle 1-2.
571,BOTA_303,-495783504416603381,Battle Boar,NEUTRAL,5,Start Lethal Puzzle 1-3.
572,BOTA_304,-3657098560051543581,Stand By Me,NEUTRAL,5,Start Lethal Puzzle 1-4.
573,BOTA_305,-8250127575416998756,Frothing Fighters,NEUTRAL,5,Start Lethal Puzzle 1-5.
574,BOTA_306,-7170508127728290365,Leeroy Returns,NEUTRAL,5,Start Lethal Puzzle 1-6.
575,BOTA_307,4697546757451632120,Cosmic Fire,NEUTRAL,5,Start Lethal Puzzle 1-7.
576,BOTA_309,-4009895668952676693,Quick and Quiet,NEUTRAL,5,Start Lethal Puzzle 2-1.
577,BOTA_310,5983665150855592943,Dinosaur Domination,NEUTRAL,5,Start Lethal Puzzle 2-2.
578,BOTA_311,6139458071349764013,Hot Potato,NEUTRAL,5,Start Lethal Puzzle 2-3.
579,BOTA_312,5323731811752741752,A Dim Flame,NEUTRAL,5,Start Lethal Puzzle 2-4.
580,BOTA_313,8963004449106280800,Lethal Lepers,NEUTRAL,5,Start Lethal Puzzle 2-5.
581,BOTA_314,-4140944463311447419,Full Draw,NEUTRAL,5,Start Lethal Puzzle 1-8.
582,BOTA_315,-6509903523196729466,Plan B,NEUTRAL,5,Start Lethal Puzzle 1-9.
583,BOTA_316,-8317539716264534443,The Wall,NEUTRAL,5,Start Lethal Puzzle 2-6.
584,BOTA_317,2521362249667739975,Four Horsemen,NEUTRAL,5,Start Lethal Puzzle 2-7.
585,BOTA_318,8316216389564431848,Light and Fire,NEUTRAL,5,Start Lethal Puzzle 3-1.
586,BOTA_319,-2489811742694187037,Hostile Hoppers,NEUTRAL,5,Start Lethal Puzzle 3-2.
587,BOTA_320,-965337490425032604,A Corrupted Spirit,NEUTRAL,5,Start Lethal Puzzle 3-3.
588,BOTA_321,4256447950531219307,The Best Offense,NEUTRAL,5,Start Lethal Puzzle 3-4.
589,BOTA_322,4669848337059743269,Healing Hammers,NEUTRAL,5,Start Lethal Puzzle 3-5.
590,BOTA_323,100554012661249238,Toasted Hydra,NEUTRAL,5,Start Lethal Puzzle 3-6.
591,BOTA_324,4773266857303896101,C'Thun! C'Thun! C'THUN!,NEUTRAL,5,Start Lethal Puzzle 3-7.
592,BOTA_327,3239567719894981388,Tossing Taters,NEUTRAL,5,Start Lethal Puzzle 4-1.
593,BOTA_328,-4027464998564804066,Pride's Fall,NEUTRAL,5,Start Lethal Puzzle 4-2.
594,BOTA_329,-1080606297871397389,Keepers of the Gate,NEUTRAL,5,Start Lethal Puzzle 4-3.
595,BOTA_330,-4385105324545984618,A Shaman's Strength,NEUTRAL,5,Start Lethal Puzzle 4-4.
596,BOTA_331,6716105235672056248,Selective Stampede,NEUTRAL,5,Start Lethal Puzzle 4-5.
597,BOTA_332,4906634623658209775,Spell Addiction,NEUTRAL,5,Start Lethal Puzzle 4-6.
598,BOTA_333,4127519848208169081,Of Pirates and Patrons,NEUTRAL,5,Start Lethal Puzzle B-1.
599,BOTA_334,1077142396426410333,Erratic Explosive,NEUTRAL,5,Start Lethal Puzzle B-2.
600,BOTA_336,5527331728300211234,Never Go Full Northshire,NEUTRAL,5,Start Lethal Puzzle B-3.
601,BOTA_337,8262513919704375955,Full Northshire,NEUTRAL,5,Start Lethal Puzzle B-4
602,BOTA_420,8177557138649565860,Quick Attack,NEUTRAL,5,Start Board Clear Puzzle 1-1.
603,BOTA_421,8215807901502276072,Holy Extermination,NEUTRAL,5,Start Board Clear Puzzle 1-2.
604,BOTA_422,-7588960855396392242,Stomp the Snail,NEUTRAL,5,Start Board Clear Puzzle 1-3.
605,BOTA_423,-7451647233813625375,Sticky Scarecrows,NEUTRAL,5,Start Board Clear Puzzle 1-4.
606,BOTA_424,7417341927704666422,The Power of Pigs,NEUTRAL,5,Start Board Clear Puzzle 1-5.
607,BOTA_425,-3412195453225387195,Position Perfection,NEUTRAL,5,Start Board Clear Puzzle 1-6.
608,BOTA_426,8404553257516351736,Scorched Earth,NEUTRAL,5,Start Board Clear Puzzle 1-7.
609,BOTA_427,-7426078662090898809,Dragon Removal Service,NEUTRAL,5,Start Board Clear Puzzle 1-8.
610,BOTA_429,-3030510346462334786,Fighter's Finale,NEUTRAL,5,Start Board Clear Puzzle 2-1.
611,BOTA_430,-1648185152093005568,No More N'Zoth,NEUTRAL,5,Start Board Clear Puzzle 2-2.
612,BOTA_431,-5715802755494858682,Contamination!,NEUTRAL,5,Start Board Clear Puzzle 2-3.
613,BOTA_432,-5402603297850242329,A Stolen Shadow,NEUTRAL,5,Start Board Clear Puzzle 2-4.
614,BOTA_433,-1778092429778521807,Hurricane of Horrors,NEUTRAL,5,Start Board Clear Puzzle 2-5.
615,BOTA_434,-8840039208112340006,Curious Crustacean,NEUTRAL,5,Start Board Clear Puzzle 2-6.
616,BOTA_435,-4661448597041199516,Shocking Spells,NEUTRAL,5,Start Board Clear Puzzle 2-7.
617,BOTA_437,-3967801550710897203,Tiny Terrors,NEUTRAL,5,Start Board Clear Puzzle 3-1.
618,BOTA_438,-7668546932570239875,Defiling Demons,NEUTRAL,5,Start Board Clear Puzzle 3-2.
619,BOTA_439,1169812948535541982,A Warrior's Weapons,NEUTRAL,5,Start Board Clear Puzzle 3-3.
620,BOTA_440,-787377431726029288,Poultry Provoked,NEUTRAL,5,Start Board Clear Puzzle 3-4.
621,BOTA_441,3367256249118637240,Bot Battle,NEUTRAL,5,Start Board Clear Puzzle 3-5.
622,BOTA_444,-2892084595045829979,Airborne Assault,NEUTRAL,5,Start Board Clear Puzzle 4-1.
623,BOTA_445,-713008613374949513,Dog Days,NEUTRAL,5,Start Board Clear Puzzle 4-2.
624,BOTA_446,1317635613670828743,Grumble's Rumble,NEUTRAL,5,Start Board Clear Puzzle 4-3.
625,BOTA_447,5459452473357531432,Toxic Treants,NEUTRAL,5,Start Board Clear Puzzle 4-4.
626,BOTA_448,-1923839238842541589,A Dance with Death,NEUTRAL,5,Start Board Clear Puzzle 4-5.
627,BOTA_450,-3271346335324898913,A Storm of Souls,NEUTRAL,5,Start Board Clear Puzzle B-1.
628,BOTA_451,-2344617082218068473,Plugging Away,NEUTRAL,5,Start Board Clear Puzzle B-2.
629,BOTA_452,4421032555013619036,Warlock's Apprentice,NEUTRAL,5,Start Board Clear Puzzle B-3.
630,BOTA_453,7993704685032402939,The Test,NEUTRAL,5,Start Board Clear Puzzle B-4.
631,BOTA_500,2336870521405581929,First Steps,NEUTRAL,5,Start Mirror Puzzle 1-1.
632,BOTA_501,-7525470639313509692,Smoldering Shield,NEUTRAL,5,Start Mirror Puzzle 1-2.
633,BOTA_502,8628303905068347926,In a Flash,NEUTRAL,5,Start Mirror Puzzle 1-3.
634,BOTA_503,1900541169850753796,Adorable Sacrifice,NEUTRAL,5,Start Mirror Puzzle 1-4.
635,BOTA_504,426290628712357167,Pursuit of Knowledge,NEUTRAL,5,Start Mirror Puzzle 1-5.
636,BOTA_505,-2514189000466202322,Brazed Pork,NEUTRAL,5,Start Mirror Puzzle 1-6.
637,BOTA_506,-7862824868318143658,Shields Up!,NEUTRAL,5,Start Mirror Puzzle 1-7.
638,BOTA_507,-1951167907342122489,Three Odd Yetis,NEUTRAL,5,Start Mirror Puzzle 1-8.
639,BOTA_509,-7332983039075561560,Loss and Gain,NEUTRAL,5,Start Mirror Puzzle 2-1.
640,BOTA_510,-3466057346213468899,Explosive Assault,NEUTRAL,5,Start Mirror Puzzle 2-2.
641,BOTA_511,-2929775959985864833,Dragonslayer,NEUTRAL,5,Start Mirror Puzzle 2-3.
642,BOTA_512,-999518640446285938,Nature's Wispers,NEUTRAL,5,Start Mirror Puzzle 2-4.
643,BOTA_513,-8520948895445038522,Burning Volley,NEUTRAL,5,Start Mirror Puzzle 2-5.
644,BOTA_514,3314737012913171036,Divine Alignment,NEUTRAL,5,Start Mirror Puzzle 2-6.
645,BOTA_515,-3964000666779963090,Aha!,NEUTRAL,5,Start Mirror Puzzle 2-7.
646,BOTA_516,4554652476908984039,Cruel Souls,NEUTRAL,5,Start Mirror Puzzle B-1.
647,BOTA_517,-7618577908081170187,Ride the Wave,NEUTRAL,5,Start Mirror Puzzle B-2.
648,BOTA_518,-6788003013611506745,Hello Darkness,NEUTRAL,5,Start Mirror Puzzle B-3.
649,BOTA_519,-7534550284962174004,The Ray of Roasting,NEUTRAL,5,Start Mirror Puzzle B-4.
650,BOTA_520,-4621255944642206332,The Ol' Switcheroo,NEUTRAL,5,Start Mirror Puzzle 3-1.
651,BOTA_521,-3057807332463461116,It's in the Stars,NEUTRAL,5,Start Mirror Puzzle 3-2.
652,BOTA_522,-7115457290469290133,Nether Side Up,NEUTRAL,5,Start Mirror Puzzle 3-3.
653,BOTA_524,-4565330648686537196,A Quest for Three,NEUTRAL,5,Start Mirror Puzzle 3-5.
654,BOTA_525,-6629088930768237083,Chilling Winds,NEUTRAL,5,Start Mirror Puzzle 3-6.
655,BOTA_526,-8583602058327499125,Filthy Rodent,NEUTRAL,5,Start Mirror Puzzle 3-4.
656,BOTA_529,8545442967570127093,Noble Sacrifices,NEUTRAL,5,Start Mirror Puzzle 4-1.
657,BOTA_530,-1940880300827968735,Shrinking Solutions,NEUTRAL,5,Start Mirror Puzzle 4-2.
658,BOTA_531,8005574184525623276,Perfect Patrons,NEUTRAL,5,Start Mirror Puzzle 4-3.
659,BOTA_532,-1962036765581693935,Deathwing Dilemma,NEUTRAL,5,Start Mirror Puzzle 4-4.
660,BOTA_533,8997874608904828745,Infestation!,NEUTRAL,5,Start Mirror Puzzle 4-5.
661,BOTA_601,-5030214478341234259,Phasing Portal,WARLOCK,5,"Choose a minion.
Put it on the bottom of your deck."
662,BOTA_603,591312949319978669,Soul Repressor,WARLOCK,4,<b>Deathrattle:</b> Put the lowest Cost Demon from your hand into the battlefield.
663,BOTA_611,1630229789783587424,Don't Panic,NEUTRAL,5,Start Survival Puzzle 1-1.
664,BOTA_612,8286361954862060771,A Gentle Touch,NEUTRAL,5,Start Survival Puzzle 1-2.
665,BOTA_613,-312103426195489992,Cleansing Corruption,NEUTRAL,5,Start Survival Puzzle 1-3.
666,BOTA_614,7452245577878627808,A Dire Situation,NEUTRAL,5,Start Survival Puzzle 1-4.
667,BOTA_615,7376405571418516477,Double Dip,NEUTRAL,5,Start Survival Puzzle 1-5.
668,BOTA_616,3626853805821670278,A Priest's Feast,NEUTRAL,5,Start Survival Puzzle 1-6.
669,BOTA_617,-5860081243210103687,Splash!,NEUTRAL,5,Start Survival Puzzle 1-7.
670,BOTA_621,6366410722531198586,Up for Auction,NEUTRAL,5,Start Survival Puzzle 2-1.
671,BOTA_622,-7967956379041344004,Sowing Seeds,NEUTRAL,5,Start Survival Puzzle 2-2.
672,BOTA_623,7754404483925839898,Mechanical Medic,NEUTRAL,5,Start Survival Puzzle 2-3.
673,BOTA_624,-9059820158373336070,Lifesteel,NEUTRAL,5,Start Survival Puzzle 2-4.
674,BOTA_625,-4062991057323458817,Double Trouble,NEUTRAL,5,Start Survival Puzzle 2-5.
675,BOTA_626,-7281348073226842875,Revived and Refreshed,NEUTRAL,5,Start Survival Puzzle 2-6.
676,BOTA_631,-4126904409461451877,That's the Spirit,NEUTRAL,5,Start Survival Puzzle 3-1.
677,BOTA_632,2668116173975774944,Underhanded Dealing,NEUTRAL,5,Start Survival Puzzle 3-2.
678,BOTA_633,2293624092300558446,Pesky Priest,NEUTRAL,5,Start Survival Puzzle 3-3.
679,BOTA_634,2902706746204261001,Hallazeal? Hallaheal,NEUTRAL,5,Start Survival Puzzle 3-4.
680,BOTA_635,508780586154024754,Primal Investment,NEUTRAL,5,Start Survival Puzzle 3-5.
681,BOTA_636,-4871542430030790791,Healing Hands,NEUTRAL,5,Start Survival Puzzle 3-6.
682,BOTA_641,4975660291593599835,Just Jaraxxus,NEUTRAL,5,Start Survival Puzzle 4-1.
683,BOTA_642,1307754193221897669,Strike Me Down,NEUTRAL,5,Start Survival Puzzle 4-2.
684,BOTA_643,8924523161886129788,For Me?,NEUTRAL,5,Start Survival Puzzle 4-3.
685,BOTA_644,-5878722823481527288,Risky Research,NEUTRAL,5,Start Survival Puzzle 4-4.
686,BOTA_645,4648541296647494130,Tempting Demons,NEUTRAL,5,Start Survival Puzzle 4-5.
687,BOTA_649,-5617389907233195862,Mal'Ganis and Me,NEUTRAL,5,Start Survival Puzzle B-1.
688,BOTA_650,5284217473404648507,Sharing is Caring,NEUTRAL,5,Start Survival Puzzle B-2.
689,BOTA_651,5354524769985610592,The Path to Victory,NEUTRAL,5,Start Survival Puzzle B-3.
690,BOTA_652,-815078449230016147,Doomed!,NEUTRAL,5,Start Survival Puzzle B-4.
691,BOTA_653,-7008017675387172063,Copycats,NEUTRAL,5,Start Survival Puzzle B-5.
692,BOTA_654,-3054867136068631178,Fungal Frugality,NEUTRAL,5,Start Survival Puzzle B-6.
693,BOTA_655,-8181812067818183656,Visions of Vitality,NEUTRAL,5,Start Survival Puzzle 1-8.
694,BOTA_700,-7917252167416296527,Mirror,NEUTRAL,5,"Match the boss's
side of the
battlefield exactly."
695,BOTA_701,-6651429133165467296,Survival,NEUTRAL,5,"Survive the boss's
Hero Power."
696,BOTA_702,-1189486596448176240,Lethal,NEUTRAL,5,Destroy the enemy hero.
697,BOTA_706,939264586451222545,Board Clear,NEUTRAL,5,"Clear the battlefield
of all minions!"
698,BOTA_BOSS_01h2,-6064280074510962661,Test Subject,NEUTRAL,3,
699,BOTA_BOSS_03h,5472055758845450350,Astromancer Arwyn,NEUTRAL,3,
700,BOTA_BOSS_04h,-6784364885724887999,Stargazer Luna,NEUTRAL,3,
701,BOTA_BOSS_04p,4715614491083714306,Duality,NEUTRAL,10,<i>There's symmetry in the stars.</i>
702,BOTA_BOSS_05h,5368616436118749690,"Zerek, Master Cloner",NEUTRAL,3,
703,BOTA_BOSS_05p,3012840678954365394,Perfection,NEUTRAL,10,<i>Everything must be perfect.</i>
704,BOTA_BOSS_06h,-738226524873922231,Dexter the Dendrologist,NEUTRAL,3,
705,BOTA_BOSS_07h,5645570461213027956,Flobbidinous Floop,NEUTRAL,3,
706,BOTA_BOSS_07p,-8891959119735273761,Gloop Sprayer,NEUTRAL,10,<i>The most effective fertilizer this side of Outland.</i>
707,BOTA_BOSS_08h,4864417375202787892,Demonologist Draan,NEUTRAL,3,
708,BOTA_BOSS_09h,2398158272118722370,Dr. Morrigan,NEUTRAL,3,
709,BOTA_BOSS_09p,-657711661034763316,Soul Battery,NEUTRAL,10,"<i>Stores souls...
for science.</i>"
710,BOTA_BOSS_10h,-5803641260739242948,Poisonmaster Pollark,NEUTRAL,3,
711,BOTA_BOSS_12h,2482685701343607333,Lil' Stormy,NEUTRAL,3,
712,BOTA_BOSS_13h,-1519259680173610951,Electra Stormsurge,NEUTRAL,3,
713,BOTA_BOSS_13p,854422764366023961,Stormsurge,NEUTRAL,10,<i>These puzzles are elementary.</i>
714,BOTA_BOSS_14h,6450085458729957899,Myra Rotspring,NEUTRAL,3,
715,BOTA_BOSS_14p,4414187284399861014,Experimental Necrium,NEUTRAL,10,<i>Good poisons work instantly.</i>
716,BOTA_BOSS_15h,2909386979916113998,Boomnician Breena,NEUTRAL,3,
717,BOTA_BOSS_15p,-4016906580437129501,Firework Volley,NEUTRAL,10,Heal to full to survive this experiment!
718,BOTA_BOSS_16h,2087248543642420109,Boommaster Flark,NEUTRAL,3,
719,BOTA_BOSS_16p,5699205382010978580,Firework Barrage,NEUTRAL,10,Heal to full to survive this experiment!
720,BOTA_BOSS_17h,1524747987260479113,Glow-Tron 2000,NEUTRAL,3,
721,BOTA_BOSS_17p,-8157863782869277030,Glowing Laser,NEUTRAL,10,Heal to full to survive this experiment!
722,BOTA_BOSS_18h,-172069262980423691,Crystalsmith Kangor,NEUTRAL,3,
723,BOTA_BOSS_18p,3164777668933264190,Radiant Laser,NEUTRAL,10,Heal to full to survive this experiment!
724,BOTA_BOSS_20h,8091472766195670041,Dr. Boom,NEUTRAL,3,
725,BOTA_BOSS_20h2,-3776642537591272320,Dr. Boom,NEUTRAL,3,
726,BOTA_BOSS_20p1,-2739862933091328163,True Perfection,NEUTRAL,10,<i>Have you ever seen such a magnificent reflection?</i>
727,BOTA_BOSS_20p2,7055344768357259050,Fusion Core,NEUTRAL,10,<i>Why stop at souls?</i>
728,BOTA_BOSS_20p3,-3786340683630004166,Kadoom Bot,NEUTRAL,10,<i>The fuse is lit.</i>
729,BOTA_BOSS_20p4,-7191134483782475961,Death Ray,NEUTRAL,10,"<b>Hero Power</b>
Deal 40 damage to the enemy hero."
730,BRM_001,-2187850517982167868,Solemn Vigil,PALADIN,5,Draw 2 cards. Costs (1) less for each minion that died this turn.
731,BRM_001e,3471843448793208722,Melt,PRIEST,6,Attack changed to 0 this turn.
732,BRM_002,7041018026374727505,Flamewaker,MAGE,4,"After you cast a spell, deal 2 damage randomly split among all enemies."
733,BRM_003,-4764549095313426252,Dragon's Breath,MAGE,5,Deal $4 damage. Costs (1) less for each minion that died this turn.
734,BRM_003e,7934473636940932271,Dragon's Might,MAGE,6,Costs (3) less this turn.
735,BRM_004,-7104249023530772563,Twilight Whelp,PRIEST,4,"<b>Battlecry:</b> If you're holding a Dragon, gain +2 Health."
736,BRM_004e,5441053968113229310,Twilight Endurance,NEUTRAL,6,Increased Health.
737,BRM_004t,-5393469432023140503,Whelp,NEUTRAL,4,
738,BRM_005,133784525141094099,Demonwrath,WARLOCK,5,"[x]Deal $2 damage to all
minions except Demons."
739,BRM_006,-4067265389659658921,Imp Gang Boss,WARLOCK,4,"Whenever this minion takes damage, summon a 1/1 Imp."
740,BRM_006t,-3207377942851176442,Imp,WARLOCK,4,
741,BRM_007,-8029401295461058048,Gang Up,ROGUE,5,Choose a minion. Shuffle 3 copies of it into your deck.
742,BRM_008,6447622909222955759,Dark Iron Skulker,ROGUE,4,<b>Battlecry:</b> Deal 2 damage to all undamaged enemy minions.
743,BRM_009,-8352130585210779390,Volcanic Lumberer,DRUID,4,"<b>Taunt</b>
Costs (1) less for each minion that died this turn."
744,BRM_010,-7407330942075323478,Druid of the Flame,DRUID,4,<b>Choose One -</b> Transform into a 5/2 minion; or a 2/5 minion.
745,BRM_010a,8123709136227303704,Firecat Form,DRUID,4,
746,BRM_010b,-2174627017669050995,Fire Hawk Form,DRUID,4,
747,BRM_010t,8937890928726608125,Druid of the Flame,DRUID,4,
748,BRM_010t2,-533068012376539296,Druid of the Flame,DRUID,4,
749,BRM_011,4260945175539094003,Lava Shock,SHAMAN,5,"Deal $2 damage.
Unlock your <b>Overloaded</b> Mana Crystals."
750,BRM_011t,-4545173215530717833,Lava Shock,SHAMAN,6,Cards you play this turn don't cause <b>Overload</b>.
751,BRM_012,4144908759970482091,Fireguard Destroyer,SHAMAN,4,<b>Battlecry:</b> Gain 1-4 Attack. <b>Overload:</b> (1)
752,BRM_012e,2243613076525805839,On Fire!,NEUTRAL,6,Increased Attack.
753,BRM_013,5513456169404359253,Quick Shot,HUNTER,5,"Deal $3 damage.
If your hand is empty, draw a card."
754,BRM_014,-731563226549734643,Core Rager,HUNTER,4,"<b>Battlecry:</b> If your hand is empty, gain +3/+3."
755,BRM_014e,5410883642008543836,Power Rager,HUNTER,6,+3/+3
756,BRM_015,-266557353229595092,Revenge,WARRIOR,5,"Deal $1 damage to all minions. If you have 12 or less Health, deal $3 damage instead."
757,BRM_016,-711380966050991010,Axe Flinger,WARRIOR,4,"Whenever this minion takes damage, deal 2 damage to the enemy hero."
758,BRM_017,532173697423627502,Resurrect,PRIEST,5,Summon a random friendly minion that died this game.
759,BRM_018,-3734140233240183796,Dragon Consort,PALADIN,4,<b>Battlecry:</b> The next Dragon you play costs (2) less.
760,BRM_018e,-9182734549760134120,Unchained!,PALADIN,6,Your next Dragon costs (2) less.
761,BRM_019,-731589919385436936,Grim Patron,NEUTRAL,4,"After this minion survives damage, summon another Grim Patron."
762,BRM_020,3185593589531046094,Dragonkin Sorcerer,NEUTRAL,4,"Whenever <b>you</b> target this minion with a spell, gain +1/+1."
763,BRM_020e,321720786121804838,Draconic Power,NEUTRAL,6,Increased stats.
764,BRM_022,-6746743243803894670,Dragon Egg,NEUTRAL,4,"Whenever this minion takes damage, summon a 2/1 Whelp."
765,BRM_022t,-6844571952600353967,Black Whelp,NEUTRAL,4,
766,BRM_024,-7930253263873671597,Drakonid Crusher,NEUTRAL,4,"<b>Battlecry:</b> If your opponent has 15 or less Health, gain +3/+3."
767,BRM_024e,-3604141509479955568,Large Talons,NEUTRAL,6,+3/+3.
768,BRM_025,4294572846348255623,Volcanic Drake,NEUTRAL,4,Costs (1) less for each minion that died this turn.
769,BRM_026,2588561987938859750,Hungry Dragon,NEUTRAL,4,<b>Battlecry:</b> Summon a random 1-Cost minion for_your opponent.
770,BRM_027,-6250033456972244059,Majordomo Executus,NEUTRAL,4,<b>Deathrattle:</b> Replace your hero with Ragnaros the Firelord.
771,BRM_027h,-4482484730549800994,Ragnaros the Firelord,NEUTRAL,3,
772,BRM_027p,8197344690205484110,"DIE, INSECT!",NEUTRAL,10,"<b>Hero Power</b>
Deal $8 damage to a random enemy."
773,BRM_027pH,-1381172661341461184,"DIE, INSECTS!",NEUTRAL,10,"<b>Hero Power</b>
Deal $8 damage to a random enemy. TWICE."
774,BRM_028,-1823613582902089757,Emperor Thaurissan,NEUTRAL,4,"At the end of your turn, reduce the Cost of cards in your hand by (1)."
775,BRM_028e,1962830632172372273,Imperial Favor,NEUTRAL,6,Costs (1) less.
776,BRM_029,-1911023813466725798,Rend Blackhand,NEUTRAL,4,"<b>Battlecry:</b> If you're holding a Dragon, destroy a <b>Legendary</b> minion."
777,BRM_030,-611866224250717136,Nefarian,NEUTRAL,4,<b>Battlecry:</b> Add 2 random spells to your hand <i>(from your opponent's class)</i>.
778,BRM_030t,5937266671264564030,Tail Swipe,NEUTRAL,5,Deal $4 damage.
779,BRM_031,-3363059535017510961,Chromaggus,NEUTRAL,4,"Whenever you draw a card, put another copy into your hand."
780,BRM_033,9038336744666268679,Blackwing Technician,NEUTRAL,4,"<b>Battlecry:</b> If you're holding a Dragon, gain +1/+1."
781,BRM_033e,-6320163003998390541,Dragon Blood,NEUTRAL,6,+1/+1
782,BRM_034,-943536932280299745,Blackwing Corruptor,NEUTRAL,4,"<b>Battlecry:</b> If you're holding a Dragon, deal 3 damage."
783,BRMA01_1,-251685097768642380,Coren Direbrew,NEUTRAL,3,
784,BRMA01_1H,7634058107954132778,Coren Direbrew,NEUTRAL,3,
785,BRMA01_2,1975361059703843257,Pile On!,NEUTRAL,10,"<b>Hero Power</b>
Put a minion from each deck into the battlefield."
786,BRMA01_2H,3056355383587982945,Pile On!,NEUTRAL,10,"<b>Hero Power</b>
Put two minions from your deck and one from your opponent's into the battlefield."
787,BRMA01_2H_2_TB,6106955568485848729,Pile On!!!,NEUTRAL,10,"<b>Hero Power</b>
Put a minion from each deck into the battlefield."
788,BRMA01_2H_2c_TB,-8557871410643619292,Pile On!!!,NEUTRAL,5,"<b>Hero Power</b>
Put two minions from your deck and one from your opponent's into the battlefield."
789,BRMA01_3,-1799674126717538025,Dark Iron Bouncer,NEUTRAL,4,Always wins Brawls.
790,BRMA01_4,-2902031393661695118,Get 'em!,NEUTRAL,5,Summon four 1/1 Dwarves with <b>Taunt</b>.
791,BRMA01_4t,2047640831926783252,Guzzler,NEUTRAL,4,<b>Taunt</b>
792,BRMA02_1,4884736433061197530,High Justice Grimstone,NEUTRAL,3,
793,BRMA02_1H,4985538340833797246,High Justice Grimstone,NEUTRAL,3,
794,BRMA02_2,-3625671584903770510,Jeering Crowd,NEUTRAL,10,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>."
795,BRMA02_2_2_TB,-2536010945070606195,Jeering Crowd,NEUTRAL,10,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>."
796,BRMA02_2_2c_TB,-639002403303569508,Jeering Crowd,NEUTRAL,5,Summon a 1/1 Spectator with <b>Taunt</b>.
797,BRMA02_2H,-994428260797892126,Jeering Crowd,NEUTRAL,10,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>."
798,BRMA02_2t,-8716792480195477288,Dark Iron Spectator,NEUTRAL,4,<b>Taunt</b>
799,BRMA03_1,-6488775914079749038,Emperor Thaurissan,NEUTRAL,3,
800,BRMA03_1H,-4567872055881685329,Emperor Thaurissan,NEUTRAL,3,
801,BRMA03_2,-8627234515761170317,Power of the Firelord,NEUTRAL,10,"<b>Hero Power</b>
Deal 30 damage."
802,BRMA03_3,-8414939876783609844,Moira Bronzebeard,NEUTRAL,4,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>."
803,BRMA03_3e,2734700445363148183,Moira's Presence,NEUTRAL,6,Costs (1).
804,BRMA03_3H,3476911438823040372,Moira Bronzebeard,NEUTRAL,4,"Thaurissan's Hero Power can't be used.
Never attacks minions unless they have <b>Taunt</b>."
805,BRMA04_1,-9042624253392367197,Garr,NEUTRAL,3,
806,BRMA04_1H,-839118920860654872,Garr,NEUTRAL,3,
807,BRMA04_2,-3077867016059257506,Magma Pulse,NEUTRAL,10,"<b>Hero Power</b>
Deal 1 damage to all minions."
808,BRMA04_3,-5056579811840224289,Firesworn,NEUTRAL,4,<b>Deathrattle:</b> Deal 1 damage to the enemy hero for each Firesworn that died this turn.
809,BRMA04_3H,6542222892997657251,Firesworn,NEUTRAL,4,<b>Deathrattle:</b> Deal 3 damage to the enemy hero for each Firesworn that died this turn.
810,BRMA04_4,4115047424683032492,Rock Out,NEUTRAL,5,Summon 3 Firesworn. <b>Overload:</b> (2)
811,BRMA04_4H,-3963643753716770577,Rock Out,NEUTRAL,5,Summon 3 Firesworn. <b>Overload:</b> (2)
812,BRMA05_1,5919595143148982299,Baron Geddon,NEUTRAL,3,
813,BRMA05_1H,-8301554223454810894,Baron Geddon,NEUTRAL,3,
814,BRMA05_2,2895268850216162181,Ignite Mana,NEUTRAL,10,"<b>Hero Power</b>
Deal 5 damage to the enemy hero if they have any unspent Mana."
815,BRMA05_2H,6658317901412945486,Ignite Mana,NEUTRAL,10,"<b>Hero Power</b>
Deal 10 damage to the enemy hero if they have any unspent Mana."
816,BRMA05_3,2847314372611184057,Living Bomb,NEUTRAL,5,"Choose an enemy minion. If it lives until your next turn, deal $5 damage to all enemies."
817,BRMA05_3e,8972835844564612478,Living Bomb,NEUTRAL,6,"On Geddon's turn, deal 5 damage to all of your stuff."
818,BRMA05_3H,6253675110536731229,Living Bomb,NEUTRAL,5,"Choose an enemy minion. If it lives until your next turn, deal $10 damage to all enemies."
819,BRMA05_3He,-1880686333726093114,Living Bomb,NEUTRAL,6,"On Geddon's turn, deal 10 damage to all of your stuff."
820,BRMA06_1,-4589425051493377591,Majordomo Executus,NEUTRAL,3,
821,BRMA06_1H,-5298839776955460839,Majordomo Executus,NEUTRAL,3,
822,BRMA06_2,6702907321047734230,The Majordomo,NEUTRAL,10,"<b>Hero Power</b>
Summon a 1/3 Flamewaker Acolyte."
823,BRMA06_2H,7483446331881510352,The Majordomo,NEUTRAL,10,"<b>Hero Power</b>
Summon a 3/3 Flamewaker Acolyte."
